Amtrak Product,Service Class,Total Fare Amount,Mileage,Departure Performance (Minutes Late),Arrival Performance (Minutes Late),Overall Trip Satisfaction,Boarding Station Overall,On-time Performance of the Train,Communication About Train Status,Cleanliness of the Train,Comfort of Train Ride,Food and Beverage on the Train,Wi-Fi on the Train,Friendliness of Amtrak Personnel at the Boarding Station,Friendliness of Amtrak Personnel on the Train,Age Range
Acela,Business Class,267,196,0,2,,,,,,,,,,,
Acela,Business Class,337,225,0,-4,,,,,,,,,,,
Acela,Business Class,74,413,5,1,9,10,9,7,9,9,7,8,9,9,45 to 54
Acela,Business Class,337,225,0,1,,,,,,,,,,,
Acela,First Class,235,225,5,-4,,,,,,,,,,,
Acela,Business Class,117,91,3,-3,8,10,10,10,10,10,N/A,8,N/A,N/A,55 to 64
Acela,Business Class,75,232,0,15,,,,,,,,,,,
Acela,First Class,327,231,0,-3,8,8,10,10,7,8,8,N/A,4,8,45 to 54
Acela,First Class,156,188,4,-2,7,8,9,9,8,8,8,6,10,10,55 to 64
Acela,Business Class,58,232,0,-2,10,10,10,5,10,10,10,4,10,10,25 to 34
Acela,Business Class,58,231,0,1,0,10,10,10,10,0,N/A,N/A,0,0,55 to 64
Acela,Business Class,85,195,1,-2,10,10,10,10,10,10,10,10,10,10,55 to 64
Acela,Business Class,58,232,0,19,,,,,,,,,,,
Acela,Business Class,186,232,0,3,,,,,,,,,,,
Acela,Business Class,50,135,0,1,,,,,,,,,,,
Acela,Business Class,224.1,232,0,1,,,,,,,,,,,
Acela,First Class,475.3,225,0,0,,,,,,,,,,,
Acela,Business Class,337,215,0,2,,,,,,,,,,,
Acela,Business Class,56,196,6,3,,,,,,,,,,,
Acela,Business Class,71,225,5,-4,,,,,,,,,,,
Acela,Business Class,94,156,1,-1,,,,,,,,,,,
Acela,First Class,69,323,0,0,10,10,10,10,10,10,10,N/A,10,10,18 to 24
Acela,Business Class,147,196,0,3,,,,,,,,,,,
Acela,Business Class,100,220,3,-2,,,,,,,,,,,
Acela,Business Class,71,225,0,1,,,,,,,,,,,
Acela,Business Class,58,232,0,-5,,,,,,,,,,,
Acela,Business Class,58,220,3,-2,10,10,10,10,10,10,N/A,3,N/A,10,55 to 64
Acela,Business Class,100,232,0,-2,9,9,10,10,10,10,N/A,10,10,10,25 to 34
Acela,Business Class,183.6,220,2,-3,1,3,0,0,0,5,N/A,1,4,7,45 to 54
Acela,Business Class,94,145,0,-2,,,,,,,,,,,
Acela,Business Class,58,231,3,1,10,10,10,10,10,10,8,10,10,10,35 to 44
Acela,Business Class,277,231,0,-3,,,,,,,,,,,
Acela,Business Class,75,220,0,17,6,10,7,10,3,3,8,2,9,9,35 to 44
Acela,Business Class,152,220,3,1,,,,,,,,,,,
Acela,Business Class,121,225,0,-2,10,5,10,10,10,10,N/A,10,10,10,25 to 34
Acela,First Class,330.9,231,3,13,10,10,10,10,10,10,6,10,6,10,65 to 74
Acela,Business Class,317.7,416,8,-3,8,10,10,10,10,8,10,8,10,10,55 to 64
Acela,Business Class,216,127,3,-4,,,,,,,,,,,
Acela,Business Class,337,215,0,2,,,,,,,,,,,
Acela,Business Class,277,232,0,-2,,,,,,,,,,,
Acela,Business Class,256,221,2,7,9,9,9,9,9,9,9,9,9,9,55 to 64
Acela,Business Class,239,188,1,-2,,,,,,,,,,,
Acela,Business Class,76,91,0,-5,7,9,9,8,5,7,N/A,N/A,8,8,25 to 34
Acela,First Class,281,188,10,7,3,7,8,7,6,0,2,2,6,6,55 to 64
Acela,Business Class,85,185,0,-3,8,9,10,8,10,9,N/A,6,N/A,9,55 to 64
Acela,Business Class,76,91,0,-1,,,,,,,,,,,
Acela,Business Class,219,321,5,-4,9,8,6,8,5,8,7,4,9,9,35 to 44
Acela,Business Class,190.8,91,0,2,,,,,,,,,,,
Acela,Business Class,327,323,0,0,,,,,,,,,,,
Acela,Business Class,246,185,4,0,3,5,1,1,3,5,N/A,2,2,2,65 to 74
Acela,Business Class,121,261,3,0,9,5,10,10,8,7,N/A,8,N/A,8,55 to 64
Acela,First Class,364.1,322,0,43,,,,,,,,,,,
Acela,Business Class,145,201,2,4,,,,,,,,,,,
Acela,Business Class,277,232,0,-5,8,9,9,9,8,9,1,3,9,9,45 to 54
Acela,Business Class,71,300,1,-2,,,,,,,,,,,
Acela,Business Class,165,91,0,-1,10,10,10,10,10,10,N/A,N/A,10,10,55 to 64
Acela,First Class,101,75,3,-7,10,10,10,10,10,10,10,N/A,10,8,55 to 64
Acela,First Class,185,225,5,-4,8,6,10,10,9,9,8,9,10,10,65 to 74
Acela,Business Class,315,185,2,1,,,,,,,,,,,
Acela,First Class,335.4,242,0,2,9,8,8,6,6,7,9,8,7,10,65 to 74
Acela,Business Class,127,232,0,3,,,,,,,,,,,
Acela,First Class,185,188,1,-3,,,,,,,,,,,
Acela,Business Class,254,311,2,24,9,9,8,8,8,8,N/A,8,8,8,55 to 64
Acela,Business Class,246,0,0,5,,,,,,,,,,,
Acela,First Class,335.4,220,3,1,,,,,,,,,,,
Acela,Business Class,63,162,18,15,10,6,9,9,9,10,N/A,N/A,10,10,75 or older
Acela,Business Class,195,417,0,10,,,,,,,,,,,
Acela,Business Class,249.3,231,0,-3,,,,,,,,,,,
Acela,First Class,169.5,231,0,16,9,2,10,2,10,9,9,3,10,10,75 or older
Acela,Business Class,158,152,7,1,9,8,10,10,7,5,N/A,2,10,10,75 or older
Acela,Business Class,185,225,0,0,9,7,9,6,9,9,N/A,5,5,6,65 to 74
Acela,Business Class,165,91,0,2,,,,,,,,,,,
Acela,Business Class,152,231,10,-4,,,,,,,,,,,
Acela,Business Class,52,94,8,10,10,10,6,9,10,9,N/A,7,N/A,10,55 to 64
Acela,First Class,335.4,232,0,1,10,10,10,10,9,9,7,10,10,10,65 to 74
Acela,Business Class,185,261,2,2,10,7,10,8,9,10,8,7,10,10,45 to 54
Acela,Business Class,216,220,0,-4,,,,,,,,,,,
Acela,First Class,65,134,0,-1,10,10,10,10,10,10,7,10,10,10,35 to 44
Acela,Business Class,277,232,0,1,10,10,10,10,4,10,10,10,10,10,55 to 64
Acela,Business Class,23,40,2,5,,,,,,,,,,,
Acela,First Class,308.4,220,3,1,,,,,,,,,,,
Acela,Business Class,132,134,0,1,,,,,,,,,,,
Acela,Business Class,100,231,0,18,,,,,,,,,,,
Acela,Business Class,25,43,26,18,8,8,5,7,10,10,N/A,N/A,8,5,45 to 54
Acela,Business Class,76,81,3,-3,10,5,10,10,10,10,10,10,N/A,10,55 to 64
Acela,Business Class,140,225,0,-6,9,5,10,10,10,9,N/A,10,10,7,35 to 44
Acela,First Class,251,188,2,1,8,8,10,9,7,6,7,6,N/A,9,35 to 44
Acela,First Class,151.2,116,7,-4,9,10,9,9,9,9,10,7,10,10,55 to 64
Acela,First Class,235,215,0,2,1,5,10,9,9,8,0,7,5,6,75 or older
Acela,Business Class,216,220,3,1,9,9,9,9,9,9,9,7,9,9,55 to 64
Acela,First Class,407,185,4,-7,,,,,,,,,,,
Acela,Business Class,66,231,4,1,,,,,,,,,,,
Acela,Business Class,136.8,230,0,1,,,,,,,,,,,
Acela,First Class,293,225,0,-7,,,,,,,,,,,
Acela,Business Class,303.3,225,0,0,0,10,10,N/A,8,0,N/A,8,N/A,8,75 or older
Acela,Business Class,71,226,2,8,,,,,,,,,,,
Acela,Business Class,58,231,0,-3,9,10,10,10,10,9,10,8,10,10,Prefer not to answer
Acela,Business Class,58,232,0,-2,,,,,,,,,,,
Acela,Business Class,121,225,0,-5,,,,,,,,,,,
Acela,Business Class,190.8,91,0,2,10,7,10,10,10,10,N/A,8,10,10,65 to 74
Acela,Business Class,207,188,6,3,,,,,,,,,,,
Acela,Business Class,74,425,1,-1,10,10,10,10,9,10,N/A,7,N/A,9,35 to 44
Acela,Business Class,216,128,0,2,,,,,,,,,,,
Acela,Business Class,76,91,0,-1,9,10,9,8,8,8,N/A,N/A,8,8,55 to 64
Acela,Business Class,58,231,4,3,,,,,,,,,,,
Acela,Business Class,121,91,0,2,,,,,,,,,,,
Acela,Business Class,72,184,0,6,,,,,,,,,,,
Acela,Business Class,145,116,1,0,,,,,,,,,,,
Acela,Business Class,129,134,19,8,9,7,9,10,10,10,8,7,10,10,55 to 64
Acela,Business Class,132,134,0,-2,6,2,9,N/A,7,7,N/A,N/A,5,6,45 to 54
Acela,Business Class,240,134,8,1,,,,,,,,,,,
Acela,Business Class,71,300,0,-6,9,9,9,9,9,9,N/A,7,N/A,9,35 to 44
Acela,Business Class,57,81,2,2,,,,,,,,,,,
Acela,Business Class,130.5,195,1,0,,,,,,,,,,,
Acela,First Class,58,232,0,0,10,10,7,10,9,9,9,6,10,10,25 to 34
Acela,First Class,203,156,3,0,10,10,10,10,10,10,8,N/A,4,10,45 to 54
Acela,Business Class,186,231,0,4,,,,,,,,,,,
Acela,Business Class,18,40,0,3,7,5,9,7,8,7,N/A,3,8,8,25 to 34
Acela,Business Class,117,91,15,19,10,10,6,10,10,10,N/A,N/A,10,10,55 to 64
Acela,Business Class,194,127,1,4,4,5,9,8,6,6,N/A,N/A,N/A,N/A,35 to 44
Acela,First Class,357,232,22,5,8,8,2,5,9,9,9,7,5,8,55 to 64
Acela,Business Class,116.25,225,5,1,,,,,,,,,,,
Acela,Business Class,132,134,8,1,7,9,8,8,7,7,N/A,N/A,8,8,55 to 64
Acela,Business Class,194,116,4,4,,,,,,,,,,,
Acela,Business Class,127,232,0,-1,,,,,,,,,,,
Acela,Business Class,58,220,2,-8,4,5,2,1,9,9,9,9,3,9,65 to 74
Acela,Business Class,152,220,0,-1,8,9,10,8,8,7,8,10,9,9,55 to 64
Acela,Business Class,59.4,175,9,1,9,5,8,9,9,8,8,8,5,8,65 to 74
Acela,Business Class,155,225,5,1,7,7,7,6,6,7,N/A,7,3,8,45 to 54
Acela,Business Class,39.6,109,5,0,,,,,,,,,,,
Acela,Business Class,337,215,4,0,10,10,10,10,10,10,N/A,10,10,10,45 to 54
Acela,Business Class,277,232,0,3,8,7,8,5,7,7,N/A,2,N/A,8,55 to 64
Acela,First Class,97,69,6,0,10,6,5,10,10,8,8,6,10,10,55 to 64
Acela,Business Class,136.8,232,0,10,,,,,,,,,,,
Acela,Business Class,50,134,0,-4,,,,,,,,,,,
Acela,Business Class,255,323,0,19,,,,,,,,,,,
Acela,Business Class,127,232,0,-1,,,,,,,,,,,
Acela,Business Class,80,30,0,1,,,,,,,,,,,
Acela,First Class,354.6,373,6,1,,,,,,,,,,,
Acela,Business Class,210,225,5,1,,,,,,,,,,,
Acela,Business Class,320,225,3,0,9,10,10,10,10,10,N/A,7,10,8,55 to 64
Acela,Business Class,68.4,91,0,-4,9,9,10,10,10,9,0,0,10,10,75 or older
Acela,Business Class,71,300,0,-6,,,,,,,,,,,
Acela,Business Class,137,161,3,-4,10,10,10,10,10,10,10,5,10,10,45 to 54
Acela,Business Class,66,260,0,1,10,9,10,10,9,9,9,9,N/A,10,55 to 64
Acela,First Class,185,225,3,0,,,,,,,,,,,
Acela,Business Class,226,215,0,3,9,5,9,8,9,9,N/A,7,8,8,55 to 64
Acela,Business Class,100,232,0,0,,,,,,,,,,,
Acela,Business Class,161,134,19,8,8,9,5,8,9,9,N/A,1,9,9,45 to 54
Acela,Business Class,69,231,4,3,10,5,10,10,10,10,10,2,N/A,10,55 to 64
Acela,First Class,336,456,0,-4,,,,,,,,,,,
Acela,First Class,167,134,0,-2,,,,,,,,,,,
Acela,Business Class,263,225,0,1,,,,,,,,,,,
Acela,Business Class,127,232,0,3,5,5,2,1,4,7,5,5,4,7,55 to 64
Acela,First Class,401,188,0,11,9,9,9,9,8,9,6,5,8,9,55 to 64
Acela,Business Class,45,134,2,-1,10,10,10,,,7,N/A,6,10,8,65 to 74
Acela,Business Class,337,225,0,4,10,10,10,10,7,7,N/A,N/A,7,10,75 or older
Acela,Business Class,139.5,225,0,-2,10,8,10,10,10,8,N/A,1,10,10,65 to 74
Acela,Business Class,76,91,0,-1,,,,,,,,,,,
Acela,Business Class,71,225,0,0,10,9,10,10,10,9,9,N/A,9,9,45 to 54
Acela,Business Class,121,225,0,5,8,10,10,5,8,8,2,N/A,10,10,35 to 44
Acela,Business Class,117,91,3,3,,,,,,,,,,,
Acela,Business Class,66,195,1,-4,,,,,,,,,,,
Acela,Business Class,72,188,11,5,8,9,7,7,8,8,7,8,8,8,55 to 64
Acela,Business Class,90,232,22,5,,,,,,,,,,,
Acela,Business Class,155,225,0,4,,,,,,,,,,,
Acela,Business Class,315,195,4,0,8,8,9,9,9,9,8,N/A,8,8,55 to 64
Acela,Business Class,337,216,2,-4,,,,,,,,,,,
Acela,Business Class,72,347,3,-4,9,7,10,10,7,9,9,9,9,9,75 or older
Acela,Business Class,206,232,0,-2,,,,,,,,,,,
Acela,Business Class,146,188,0,-2,,,,,,,,,,,
Acela,Business Class,43.2,40,0,2,10,10,10,N/A,10,10,N/A,N/A,10,10,75 or older
Acela,Business Class,71,225,0,0,10,10,10,10,10,8,10,10,10,8,65 to 74
Acela,Business Class,120,0,4,0,10,10,10,10,10,10,N/A,8,9,10,55 to 64
Acela,Business Class,63.9,225,0,-2,,,,,,,,,,,
Acela,Business Class,353,457,0,0,10,10,10,10,10,10,N/A,N/A,10,10,45 to 54
Acela,Business Class,58,232,0,0,,,,,,,,,,,
Acela,Business Class,139,109,2,5,10,10,10,10,10,10,N/A,N/A,10,10,45 to 54
Acela,First Class,304,116,1,1,10,10,10,10,10,10,10,8,10,10,75 or older
Acela,First Class,71,225,0,-4,,,,,,,,,,,
Acela,Business Class,127,232,0,0,,,,,,,,,,,
Acela,Business Class,277,231,3,-8,8,8,8,8,9,6,7,6,7,7,65 to 74
Acela,First Class,357,225,0,-2,,,,,,,,,,,
Acela,Business Class,185,225,0,-2,,,,,,,,,,,
Acela,First Class,496.8,384,6,2,8,10,10,10,9,8,9,N/A,10,10,75 or older
Acela,Business Class,337,225,4,-5,,,,,,,,,,,
Acela,Business Class,145,185,0,0,8,8,9,6,9,7,8,8,6,9,55 to 64
Acela,Business Class,277,220,2,-8,,,,,,,,,,,
Acela,Business Class,263,225,0,-2,7,5,9,8,8,9,8,5,8,8,55 to 64
Acela,Business Class,249,220,6,3,10,10,10,10,10,10,10,10,10,10,65 to 74
Acela,Business Class,337,225,0,-2,10,8,10,10,10,9,N/A,10,8,10,75 or older
Acela,Business Class,139.5,225,0,1,,,,,,,,,,,
Acela,Business Class,161,134,19,8,,,,,,,,,,,
Acela,Business Class,114.3,220,4,18,10,10,10,10,10,10,10,10,10,10,65 to 74
Acela,Business Class,146,188,0,-2,10,10,5,10,10,10,N/A,N/A,10,10,55 to 64
Acela,Business Class,127,232,0,10,9,9,9,9,9,9,9,9,9,9,55 to 64
Acela,First Class,357,225,0,-2,10,10,10,10,10,10,8,N/A,9,10,65 to 74
Acela,Business Class,139.5,225,0,-2,,,,,,,,,,,
Acela,Business Class,56,196,22,16,,,,,,,,,,,
Acela,Business Class,150,322,0,2,9,9,10,8,9,9,9,9,10,9,45 to 54
Acela,Business Class,152,240,4,-1,,,,,,,,,,,
Acela,Business Class,72,188,0,15,8,10,7,10,10,9,N/A,N/A,9,9,35 to 44
Acela,First Class,285,225,0,1,10,10,10,10,10,10,10,10,7,10,45 to 54
Acela,First Class,132,220,2,0,,,,,,,,,,,
Acela,Business Class,127,220,2,-2,,,,,,,,,,,
Acela,Business Class,100,232,22,5,,,,,,,,,,,
Acela,Business Class,115,191,2,6,,,,,,,,,,,
Acela,Business Class,155.7,221,5,2,4,9,9,9,3,6,7,10,10,10,65 to 74
Acela,First Class,133,104,5,0,10,10,10,10,10,10,10,10,10,10,55 to 64
Acela,Business Class,58,220,2,-2,9,10,9,10,7,8,N/A,N/A,N/A,10,55 to 64
Acela,Business Class,56,188,22,5,9,7,9,9,9,9,N/A,7,10,10,45 to 54
Acela,Business Class,216,232,0,-1,,,,,,,,,,,
Acela,Business Class,65,134,2,-1,,,,,,,,,,,
Acela,Business Class,71,225,0,-2,,,,,,,,,,,
Acela,Business Class,58,232,0,0,10,10,10,10,10,10,N/A,N/A,9,9,65 to 74
Acela,Business Class,58,232,0,18,,,,,,,,,,,
Acela,Business Class,71,225,0,-7,,,,,,,,,,,
Acela,Business Class,71,226,0,-4,10,10,10,7,10,9,N/A,5,N/A,7,65 to 74
Acela,Business Class,58,232,0,3,8,8,9,8,8,7,8,8,8,8,45 to 54
Acela,Business Class,155,225,0,0,10,10,10,10,10,10,N/A,N/A,N/A,10,45 to 54
Acela,Business Class,56,109,1,1,10,10,10,10,10,10,4,10,10,10,55 to 64
Acela,Business Class,49.5,201,0,0,,,,,,,,,,,
Acela,Business Class,120,226,0,-4,,,,,,,,,,,
Acela,Business Class,71,225,15,8,,,,,,,,,,,
Acela,Business Class,249,220,4,18,10,10,10,10,10,10,7,N/A,10,10,45 to 54
Acela,Business Class,186,231,0,4,9,8,10,10,8,8,9,6,10,10,35 to 44
Acela,Business Class,152,232,0,,10,3,10,10,10,10,10,10,10,10,45 to 54
Acela,Business Class,208,196,22,16,3,4,0,0,7,7,N/A,6,N/A,7,45 to 54
Acela,Business Class,65,134,2,-1,,,,,,,,,,,
Acela,Business Class,42,188,2,0,,,,,,,,,,,
Acela,First Class,499,445,6,1,10,10,10,10,10,10,N/A,10,N/A,10,75 or older
Acela,First Class,212,188,2,4,8,8,9,9,6,10,10,10,10,10,25 to 34
Acela,Business Class,127,231,0,4,9,10,10,10,10,9,9,N/A,10,10,65 to 74
Acela,Business Class,152,232,0,-2,,,,,,,,,,,
Acela,Business Class,152,220,2,-8,8,9,9,9,9,9,8,N/A,N/A,6,35 to 44
Acela,Business Class,58,220,6,3,,,,,,,,,,,
Acela,Business Class,74,414,0,-4,,,,,,,,,,,
Acela,Business Class,58,220,2,-8,7,4,2,2,8,8,8,8,1,9,65 to 74
Acela,Business Class,71,225,0,-7,,,,,,,,,,,
Acela,Business Class,71,215,18,8,,,,,,,,,,,
Acela,Business Class,337,225,0,-2,,,,,,,,,,,
Acela,First Class,372,231,1,7,,,,,,,,,,,
Acela,Business Class,277,220,4,18,,,,,,,,,,,
Acela,Business Class,22,30,1,0,,,,,,,,,,,
Acela,Business Class,337,262,6,1,,,,,,,,,,,
Acela,First Class,293,300,2,4,,,,,,,,,,,
Acela,Business Class,178,188,6,3,,,,,,,,,,,
Acela,Business Class,315,260,0,-2,10,10,10,10,10,10,7,7,5,10,55 to 64
Acela,Business Class,65,135,0,-2,,,,,,,,,,,
Acela,Business Class,204,0,4,0,8,9,9,9,7,9,N/A,6,9,9,55 to 64
Acela,First Class,313,188,2,0,10,10,7,10,5,10,8,10,10,10,65 to 74
Acela,First Class,293,220,6,3,10,10,10,10,10,10,10,7,10,10,55 to 64
Acela,Business Class,166,75,0,1,9,9,10,7,8,9,N/A,9,8,8,55 to 64
Acela,Business Class,236.7,300,16,8,7,,7,9,9,9,6,3,N/A,8,65 to 74
Acela,Business Class,337,225,3,0,10,10,10,10,10,10,N/A,N/A,N/A,10,65 to 74
Acela,Business Class,263,225,0,-2,,,,,,,,,,,
Acela,First Class,308.4,232,0,10,,,,,,,,,,,
Acela,Business Class,207,188,0,-2,,,,,,,,,,,
Acela,First Class,390,220,6,3,10,10,10,10,10,10,10,10,10,10,55 to 64
Acela,First Class,327,232,0,-2,10,10,10,10,7,10,8,10,9,10,Prefer not to answer
Acela,Business Class,31,40,0,3,10,7,10,10,8,8,N/A,10,10,10,55 to 64
Acela,Business Class,315,185,4,-6,9,9,9,9,9,9,9,9,9,9,45 to 54
Acela,First Class,326,116,5,8,10,10,10,10,10,10,10,8,10,10,45 to 54
Acela,Business Class,237,457,0,1,,,,,,,,,,,
Acela,Business Class,100,231,0,-1,9,4,8,8,10,10,N/A,9,2,10,55 to 64
Acela,Business Class,337,216,2,-4,,,,,,,,,,,
Acela,Business Class,226,225,0,-2,10,8,10,8,9,10,N/A,10,9,10,55 to 64
Acela,Business Class,216,220,0,,,,,,,,,,,,
Acela,Business Class,212,91,3,3,9,9,9,9,9,9,N/A,N/A,9,9,55 to 64
Acela,Business Class,23,40,1,1,,,,,,,,,,,
Acela,Business Class,56,109,0,-3,,,,,,,,,,,
Acela,Business Class,186,232,0,-2,,,,,,,,,,,
Acela,Business Class,74,445,4,8,,,,,,,,,,,
Acela,Business Class,249,220,23,5,,,,,,,,,,,
Acela,Business Class,23,40,0,4,10,9,10,8,10,10,9,9,10,10,45 to 54
Acela,Business Class,132,134,5,0,10,10,10,9,10,10,N/A,8,5,5,65 to 74
Acela,First Class,373,202,19,8,8,8,5,5,3,5,5,5,10,10,45 to 54
Acela,First Class,268,185,0,1,9,10,10,9,8,8,3,2,8,10,35 to 44
Acela,Business Class,91,225,0,4,,,,,,,,,,,
Acela,First Class,509,215,0,-1,,,,,,,,,,,
Acela,Business Class,212,91,0,-3,,,,,,,,,,,
Acela,Business Class,187,134,0,-5,,,,,,,,,,,
Acela,Business Class,75,220,2,-4,10,10,10,10,8,9,N/A,7,N/A,6,45 to 54
Acela,Business Class,23,40,0,3,9,6,10,6,9,9,N/A,9,N/A,N/A,55 to 64
Acela,Business Class,263,225,0,-4,5,0,0,0,10,7,0,0,10,10,25 to 34
Acela,Business Class,98,91,0,7,,,,,,,,,,,
Acela,Business Class,152,220,2,7,,,,,,,,,,,
Acela,Business Class,75,230,0,-2,,,,,,,,,,,
Acela,Business Class,75,231,20,26,,,,,,,,,,,
Acela,Business Class,249,220,1,1,,,,,,,,,,,
Acela,Business Class,152,230,2,-5,5,10,10,10,2,2,4,10,10,10,55 to 64
Acela,Business Class,315,195,3,2,,,,,,,,,,,
Acela,Business Class,216,220,2,-4,10,9,10,10,8,10,8,8,10,10,55 to 64
Acela,Business Class,337,225,0,-3,9,9,9,9,7,9,N/A,7,9,9,55 to 64
Acela,Business Class,223.55,225,0,-3,,,,,,,,,,,
Acela,Business Class,337,225,0,2,,,,,,,,,,,
Acela,Business Class,66,185,1,-7,10,10,10,10,10,10,N/A,10,10,10,45 to 54
Acela,Business Class,117,91,0,-4,10,10,8,10,10,9,N/A,5,10,10,45 to 54
Acela,Business Class,121,225,0,-1,,,,,,,,,,,
Acela,Business Class,153,167,11,1,8,6,8,7,9,9,N/A,N/A,N/A,9,75 or older
Acela,Business Class,63.9,225,0,-4,,,,,,,,,,,
Acela,Business Class,127,231,2,1,10,10,10,10,10,10,10,9,9,9,25 to 34
Acela,Business Class,155,225,0,4,,,,,,,,,,,
Acela,Business Class,71,225,0,-1,8,6,8,8,8,8,8,0,9,10,Prefer not to answer
Acela,First Class,398,300,5,7,,,,,,,,,,,
Acela,First Class,219,231,0,-5,,,,,,,,,,,
Acela,Business Class,145,195,0,0,,,,,,,,,,,
Acela,Business Class,145,195,3,-6,10,10,10,10,10,10,10,N/A,10,10,55 to 64
Acela,First Class,245,383,1,0,10,10,10,10,10,10,10,10,10,10,55 to 64
Acela,Business Class,118,323,0,0,9,9,9,9,9,9,9,1,8,9,45 to 54
Acela,Business Class,66,195,3,2,8,8,10,10,8,9,8,4,N/A,9,45 to 54
Acela,Business Class,45,116,0,2,10,10,10,10,10,10,10,10,10,10,25 to 34
Acela,Business Class,127,414,1,-1,,,,,,,,,,,
Acela,Business Class,58,220,2,7,,,,,,,,,,,
Acela,Business Class,71,300,0,0,10,10,10,10,10,10,N/A,6,10,10,55 to 64
Acela,First Class,235,225,0,1,2,8,10,5,9,2,0,0,8,8,65 to 74
Acela,First Class,250,91,0,-3,,,,,,,,,,,
Acela,Business Class,58,220,0,-7,10,10,10,10,10,10,N/A,N/A,10,10,35 to 44
Acela,Business Class,121,215,0,2,9,10,10,10,8,8,N/A,6,10,10,55 to 64
Acela,First Class,158,156,0,-10,,,,,,,,,,,
Acela,Business Class,186,232,0,-6,,,,,,,,,,,
Acela,Business Class,75,220,1,-6,,,,,,,,,,,
Acela,Business Class,100,230,2,-5,,,,,,,,,,,
Acela,First Class,207,188,3,7,,,,,,,,,,,
Acela,Business Class,100,220,1,1,10,10,10,10,10,10,10,10,10,10,55 to 64
Acela,Business Class,28.05,44,0,2,10,8,10,10,9,10,N/A,5,9,9,18 to 24
Acela,Business Class,58,232,0,-6,10,9,10,9,10,10,N/A,N/A,9,N/A,65 to 74
Acela,First Class,148,232,0,-3,10,8,10,10,10,10,10,10,10,10,25 to 34
Acela,First Class,235,225,0,-5,,,,,,,,,,,
Acela,Business Class,71,215,1,-3,,,,,,,,,,,
Acela,Business Class,315,195,0,0,,,,,,,,,,,
Acela,Business Class,270,225,0,-3,0,0,0,0,2,2,0,0,0,0,45 to 54
Acela,First Class,192,220,1,1,10,10,10,10,10,10,10,10,10,10,75 or older
Acela,First Class,308.4,232,0,7,,,,,,,,,,,
Acela,Business Class,85,134,1,3,,,,,,,,,,,
Acela,Business Class,75,220,1,-3,,,,,,,,,,,
Acela,First Class,353,220,2,7,,,,,,,,,,,
Acela,Business Class,58,231,3,7,,,,,,,,,,,
Acela,Business Class,88,134,0,-5,,,,,,,,,,,
Acela,Business Class,66,185,1,-7,,,,,,,,,,,
Acela,Business Class,86,134,10,1,,,,,,,,,,,
Acela,Business Class,123,347,1,-3,10,10,6,10,10,10,N/A,1,10,10,55 to 64
Acela,Business Class,58,220,3,-6,,,,,,,,,,,
Acela,Business Class,127,220,20,24,,,,,,,,,,,
Acela,First Class,307,413,0,5,9,8,10,10,10,8,10,7,9,9,45 to 54
Acela,Business Class,51.3,91,1,-3,,,,,,,,,,,
Acela,Business Class,216,116,0,4,,,,,,,,,,,
Acela,First Class,180.2,116,0,2,,,,,,,,,,,
Acela,Business Class,284,185,4,-6,6,9,10,10,10,8,N/A,N/A,10,10,45 to 54
Acela,Business Class,74,458,0,-1,,,,,,,,,,,
Acela,Business Class,127,232,0,1,7,9,10,10,5,9,N/A,1,N/A,10,45 to 54
Acela,Business Class,100,232,0,0,,,,,,,,,,,
Acela,Business Class,85,185,9,-4,4,8,8,5,9,2,N/A,N/A,N/A,9,45 to 54
Acela,Business Class,85,186,9,1,,,,,,,,,,,
Acela,First Class,246,185,0,-6,10,10,10,10,10,10,10,N/A,10,10,18 to 24
Acela,First Class,121,225,0,-3,,,,,,,,,,,
Acela,Business Class,216,128,10,6,10,5,10,10,10,10,N/A,N/A,10,10,55 to 64
Acela,First Class,229.1,323,0,-3,,,,,,,,,,,
Acela,Business Class,112,134,0,-5,9,9,9,9,9,9,N/A,9,9,9,55 to 64
Acela,Business Class,72,184,29,24,,,,,,,,,,,
Acela,Business Class,56,188,1,-4,,,,,,,,,,,
Acela,Business Class,94,145,2,0,,,,,,,,,,,
Acela,Business Class,68,167,11,1,,,,,,,,,,,
Acela,Business Class,29.7,44,0,2,,,,,,,,,,,
Acela,First Class,209,196,0,4,,,,,,,,,,,
Acela,Business Class,91,225,0,-3,,,,,,,,,,,
Acela,Business Class,69,323,1,-6,,,,,,,,,,,
Acela,Business Class,91,225,0,4,9,8,8,7,8,9,N/A,10,9,9,45 to 54
Acela,Business Class,91,225,0,-3,,,,,,,,,,,
Acela,Business Class,277,220,1,-3,,,,,,,,,,,
Acela,Business Class,91,225,9,7,8,8,9,8,8,7,N/A,8,8,8,55 to 64
Acela,First Class,324.1,242,1,2,10,1,10,10,10,10,10,8,10,10,65 to 74
Acela,Business Class,31,40,0,1,10,10,10,10,10,10,10,10,10,10,35 to 44
Acela,Business Class,273,225,0,-1,,,,,,,,,,,
Acela,First Class,144.16,231,1,-4,10,10,10,10,6,10,N/A,7,10,10,65 to 74
Acela,Business Class,185,225,9,7,,,,,,,,,,,
Acela,Business Class,142,188,2,-3,,,,,,,,,,,
Acela,Business Class,121,225,0,-3,9,8,10,8,8,8,N/A,5,N/A,N/A,35 to 44
Acela,First Class,241,232,0,-6,,,,,,,,,,,
